OK	git@github.com:alexei-led/k8s-mcp-server.git	20
OK	git@github.com:anthropics/anthropic-quickstarts.git	10
OK	git@github.com:awslabs/mcp.git	546
OK	git@github.com:appcypher/awesome-mcp-servers.git	2
OK	git@github.com:athapong/aio-mcp.git	10
OK	git@github.com:All-Hands-AI/OpenHands.git	1628
OK	git@github.com:anomalyco/opencode.git	2321
OK	git@github.com:antiwork/shortest.git	17
OK	git@github.com:allure-framework/allure2.git	144
OK	git@github.com:appium/appium.git	4307
OK	git@github.com:brave/brave-search-mcp-server.git	117
OK	git@github.com:browserbase/mcp-server-browserbase.git	61
OK	git@github.com:budtmo/docker-android.git	119
OK	git@github.com:browser-use/browser-use.git	703
OK	git@github.com:bytedance/UI-TARS.git	3
OK	git@github.com:browserbase/stagehand.git	1785
OK	git@github.com:cheshire-cat-ai/docs.git	8
OK	git@github.com:chigwell/telegram-mcp.git	110
OK	git@github.com:bytedance/UI-TARS-desktop.git	1336
OK	git@github.com:chroma-core/chroma.git	3090
OK	git@github.com:cloudflare/workers-mcp.git	41
OK	git@github.com:cloudflare/mcp-server-cloudflare.git	972
OK	git@github.com:delorenj/mcp-server-trello.git	45
OK	git@github.com:continuedev/continue.git	1052
OK	git@github.com:cyanheads/obsidian-mcp-server.git	95
OK	git@github.com:domdomegg/airtable-mcp-server.git	55
OK	git@github.com:DS4SD/docling.git	248
OK	git@github.com:e2b-dev/awesome-ai-agents.git	4
OK	git@github.com:elastic/mcp-server-elasticsearch.git	28
OK	git@github.com:elder-plinius/AutoRedTeam.git	1
OK	git@github.com:elder-plinius/CL4R1T4S.git	1
OK	git@github.com:elder-plinius/CLAUDE-CODE-SYSTEM-PROMPT.git	99
OK	git@github.com:EmbraceAGI/Awesome-AI-GPTs.git	1
OK	git@github.com:elder-plinius/Gandalf-Solutions.git	1
OK	git@github.com:elder-plinius/LEAKHUB.git	2
OK	git@github.com:executeautomation/mcp-playwright.git	41
OK	git@github.com:getsentry/sentry-mcp.git	155
OK	git@github.com:ever-works/awesome-mcp-servers.git	2
OK	git@github.com:Genymobile/scrcpy.git	841
OK	git@github.com:ggml-org/llama.cpp.git	7728
OK	git@github.com:github/awesome-copilot.git	12
OK	git@github.com:github/github-mcp-server.git	419
OK	git@github.com:glittercowboy/taches-cc-resources.git	1
OK	git@github.com:HelixDevelopment-Code/Welcome.git	3
OK	git@github.com:habitoai/awesome-mcp-servers.git	1
OK	git@github.com:HelixDevelopment/constitution.git	10
OK	git@github.com:google/perfetto.git	740
OK	git@github.com:HelixDevelopment/DagOrchestrator.git	3
OK	git@github.com:HelixDevelopment/DebateOrchestrator.git	3
OK	git@github.com:HelixDevelopment/DocProcessor.git	15
OK	git@github.com:HelixDevelopment/HelixAgent.git	15
OK	git@github.com:HelixDevelopment/HelixLLM.git	8
